text,generated
"I went out on a limb with a guy who said he was “Christian,” which I would never normally swipe “yes” on. He described his beliefs as “I don’t necessarily believe in a God. I don’t believe in heaven.” With my strong understanding of Christian beliefs, I knew he wasn’t really a Christian. So we went out.",0
"In the open kitchen, a cook boiled tea and steamed idlis for breakfast. “You have to try this with my citron pickle,” Ms. Prabakaran said as she spooned the luminous orange sludge onto my steel plate.",0
"Nobody with his churlish disregard for the old (and often stuffy) conventions of pro tennis. Who among the top players tries to drill a ball into the gut of a class act like Rafael Nadal, and then laughs it off? Kyrgios, that’s who.",0
"James Morgan is a slight man who pulses with hummingbird energy. He speaks in a rapid patter, often looping back to correct or expand what he has said, adding bits of reflection and analysis gleaned from his years of participating in, and eventually leading, prison self-help groups. But his restless and voluble nature was barely visible as his parole hearing came to order at 8:35 a.m. on that April day. He sat beside Strauss on one side of a bank of tables in the prison hearing room, an informal chamber with linoleum floors, blond-wood-paneled walls and an acoustic tile ceiling. He was completely still, his prison-issue jeans neatly pressed, a white thermal undershirt covering the gang tattoos scrawled across his arms and torso. His smile made him seem at ease, until you noticed the way he kept clearing his throat and blinking behind his glasses.",0
"Between the separation and the day the divorce was official in 2015, Ms. Tracy lost her mother to lung cancer and her father to complications from Alzheimer’s disease. The universe, she felt, was telling her something. “I knew I had to heal myself, try to figure things out and learn to be alone,” she said.",0
"The company’s sourcing narrative, the root of its brand identity, only adds to the business’s complexity. Sweetgreen is part of a small cohort of fast-casual restaurants, like Dig, Tender Greens and Mendocino Farms, for which supporting sustainable agriculture, and buying from small, local producers, is a core tenet. (It is by far the largest of this group, with the most funding.) To enter a new market, Sweetgreen sends a team almost a year in advance to build a roster of local farmers and artisans. That supply chain will not enjoy the same efficiencies as most any other fast food player. “If you’re McDonald’s, it’s easy to achieve economies of scale,” said Youngme Moon, a professor at Harvard Business School and a member of Sweetgreen’s board of directors. “When you’re trying to do something with local farmers, real food, fresh food, it’s a really different proposition. Is there a way to construct a business that’s able to grow and serve lots and lots of people, but is still able to hang on to the food-related values that made them start the business to begin with? That’s what they’re trying to unlock right now.”",0
"This week, the V.F.W., like other major veterans organizations that once took positions on foreign affairs as seriously as health care and other veterans issues, was silent on President Trump’s order to kill a top Iranian general with a drone strike last week. “Any questions pertaining to the killing of the Iranian commander or retaliation from Iran should be forwarded to the Defense and State departments,” said Terrence Hayes, a spokesman for the organization.",0
"An article on Jan. 5 about the marketing of hydration misstated the surname of a dermatologist. He is Dr. Joshua Zeichner, not Zeigler.",0
"“Maiden, Mother, Crone” is an evocative title. What exactly did you have in mind?",0
"Cellphone records and surveillance footage showed that on the same evening, Mr. Dulos and Ms. Troconis drove to Hartford, where they dumped trash bags filled with evidence, according to arrest warrants.",0
"This brilliant board book invites a child to “help” someone else who’s hurting — which works wonders to induce a calmer state of mind. Little Rabbit has fallen down and scraped his arm, leaving a red mark. Your toddler is invited to “try blowing on it.” Uh-oh: On the next page, Little Rabbit wails, “There’s blood!” A Band-Aid (with bunnies on it, of course) appears. “Can you put it on?” comes next, but tears still stream down the distressed bunny’s face. And so on, until the bunny feels better — and, chances are, your toddler does too.",0
"Hardly the traditional innocent, Elina Garanca was a strikingly mature and confident Marguerite, serenely floating across the stage. Her mezzo-soprano, a pearl-smooth column of silvery sound that soars into the theater like a laser, remains one of the most coolly luxurious voices in opera. Ildar Abdrazakov brought understated spirit to Méphistophélès.",0
"In the 1930s and 1940s this was called Nazism. Today in Germany, the taboo on the term is electric — stronger by far than Ah Q’s rejection of “scabies.” Could German supersensitivity be rooted in awareness, deep down, that the idea does remain alive?",0
"Here’s a good thing to make for dinner tonight: pasta with brown butter and Parmesan. Here’s another: skillet hot honey chicken with hearty greens. Here’s a third: vegetarian Swedish meatballs, to serve on generously buttered egg noodles.",0
"Filippo Alloatti, a senior credit analyst at Hermes Investment Management, said Deutsche Bank had made progress reducing risk and becoming more efficient. “Costs are for the moment under control,” Mr. Alloatti said in an email.",0
"The judge denied his request to go abroad, but the friend, who has known Mr. Weinstein for more than 20 years, said the producer was planning, in true Hollywood fashion, on having a second act to his career.",0
"Ms. Beer noticed Mr. Sommer when the group of about 40, mostly women, met outside their boarding gate at La Guardia Airport. Both had chosen to travel with the trip organizer Amazing Israel.",0
But the interview that made Britain spill its collective tea came from Meghan.,0
"In 1994 Mr. Rathore was in Jodhpur visiting his father when his cousin, Maharajah Gaj Singh, asked him to put on a fashion show at the Umaid Bhawan Palace (a wing of which is now leased to the Taj chain of luxury hotels). The show was a success, producing orders from boutiques in Mumbai and Delhi, and he decided to stay in India to start a design label for women and men. Ten years ago, fed up with the opulent Mughal-influenced wedding market, he decided to focus primarily on men’s wear.",0
"The ones that were the silliest. Butthole spiders came up over and over again — I don’t know who pitched that the first time, but that became our baseline. The tricky thing about talking about torture is it’s the least funny subject in the world. So it always had to be really silly, like chain saw bears.",0
"Mr. Ghosh, who left the India job this week and joined Oyo’s board, said that some hotels open in stages and that “there is no padding.”",0
"Kobe Bryant was more than a basketball player. He was a role model for not only other players but for the basketball community. His work ethic and his mentality was something that everyone should aim for. Although the death of Kobe is tragic, he left a big mark on the world that will always be remembered. I will always remember the times where he persevered and sacrificed for the better good.",0
We’re eager to have your thoughts about this newsletter and events in Canada in general. Please send them to nytcanada@nytimes.com.,0
"After waning in late December, the protests intensified on Jan. 14 while the political factions squabbled over the composition of the new cabinet and the economy deteriorated. Protesters blocked roads throughout the country, promising a “week of rage.”",0
"Jonas had long surrounded himself with younger people, describing himself as a “vampire” feeding on their energy. In the hospital on his 96th birthday, Christmas Eve, his friend Benn Northover played him a recording of Lutheran hymns. Jonas seemed to drift into sleep.",0
"This is quite a turnaround. Fifteen years ago Banksy, a young upstart street artist from Bristol, England, was smuggling his works into museums as pranks. Now, they can be the official stars of the show, accompanied by guided tours and lectures.",0
"It is difficult to know whether this attitude reflects President Trump’s position or only that of his National Security Council officer in charge of Latin America, Mauricio Claver-Carone, a Cuban-American hard-liner. He was to represent the United States at Mr. Fernández’s inauguration but declined to attend after learning that a high-level Venezuelan official would also be attending. The challenge for Mr. Fernández, and to a lesser extent for President Andrés Manuel López Obrador of Mexico, is that even if Mr. Trump is not fully managing policy toward the region, consumed as he most likely is with Iran and impeachment, lower-level officials can complicate matters for countries like Argentina and Mexico.",0
Anyone who has witnessed the past decade of American politics cannot be surprised by how destabilizing this demographic change was in the 1850s. Progressives — and Republicans then were the more progressive party — confidently expected that population changes would help them win without having to compromise with conservatives. Conservatives — who then were proslavery Democrats — vowed to wreck the system if they could not reinforce it against the change they dreaded.,0
"Whistler’s night life is lively for a ski village, with the kind of pumping bass, surly bouncers and long lines of a city club scene. For a more down-home experience, the Dubh Linn Gate Irish Pub — dark wood, beer-stained floors, waitresses in kilts — is neither new nor necessarily trendy, but always lively. On a recent night, the house band played Queen’s “Bohemian Rhapsody” on fiddle and guitar, while an enthusiastic crowd sang and danced along.",0
"Still, Ms. Palmer, 26, is not letting the sway of fame get in the way of her social media authenticity. “I think of social media as this opportunity to show that you’re down to earth,” she said.",0
The appeal asks the court to review the case quickly — during the court’s current session — a schedule that would allow the outcome to be final before the 2020 presidential election.,0
"With Jones’s latest score, the Packers are leading, 21-3, with 1:30 left in the first half. While nothing is certain, this game has been all Green Bay so far.",0
"Mr. Terawan, the health minister, has suggested that the coronavirus will not affect people who exercise properly and sleep amply.",0
"The couple were introduced by mutual friends in 2018, at a brunch in Asheville, N.C., and had their first date soon after.",0
"Hype House founders Chase Hudson, a TikTok star, and Thomas Petrou, a YouTube star, emphasize the importance of Hype House’s primary objective as a space for creative production:",0
"• “Business leaders are like normal people. We just don’t quite understand where this all will be going,” Bart van Ark, the Conference Board’s chief economist, told the WSJ.",0
"Each member of this current generational wave has proved himself a pocket passer, capable of dissecting coverage and wowing that way. But many also run, a lot. Not just clock-managing scampers and fight-or-flight rushes when their pockets collapse either. They sometimes even run right up the middle. The success of such run-pass offenses  means that quarterbacks of this era are often running by design, even if the result of those runs seems serendipitous.",0
The impeachment trial: President Trump’s legal team ignored the Bolton account entirely and doubled down on claims that Mr. Trump withheld aid to Ukraine only because he was concerned about corruption there.,0
"WASHINGTON — Big Tech did not get the fresh start it had hoped for in the first full week of the new decade. Debate over political ads, privacy and the market power of the biggest companies were again front and center. And Facebook, the biggest target of criticism, picked up where it left off at the end of last year.",0
The haul adds to the movie’s wins for best drama and best director at the Golden Globes and will increase hype around the movie in the run-up to the Oscars.,0
"Jazz Jennings has been in the spotlight since 2007, when she was 6 and appeared on the ABC News program “20/20.” Wearing a dress, she opened up to Barbara Walters about being a transgender child, at a time when mainstream audiences didn’t often hear from those voices.",0
"“We’ve reached out to the local government numerous times, but nothing has happened,” Mr. Adan said. “In a city that suffers regular bomb attacks, and has many medical emergencies, we need to have all the ambulances we can.”",0
"The debate over when it is appropriate to note the flaws and mistakes of prominent people in the immediate aftermath of their deaths is common on social media. The reaction against Ms. Sonmez’s tweets seemed fueled by how the #MeToo movement has complicated the legacies of artists, actors, athletes and other popular figures who have been accused of sexual misconduct.",0
"Mr. Bloomberg has faced little resistance so far from other Democratic candidates, who have focused instead on jockeying for position against their rivals who are competing in the February primary and caucus states. But as he becomes a more immediate threat, he is likely to face new criticism of his extreme wealth and long record in public life.",0
About 200. During the dancing hours I’m mixing one song per minute.,0
[Follow live updates from the McGregor vs. Poirier fight. ],0
"“My Brilliant Friend” was one of three new theatrical adaptations I recently caught at the National, each of which inevitably inspired reflections on their differences from the works that inspired them and the perils and pleasures of recontextualizing the familiar. Less than 10 hours after arriving in London, I was plunged into the churning, fantastical waters of “The Ocean at the End of the Lane,” based on Neil Gaiman’s popular 2013 novel about a British boy’s encounter with cosmic forces of evil, which I had read on the plane from New York.",0
"Thomas, 32, is now back with a new show, “Everything’s Gonna Be Okay,” which he also wrote and stars in. (The show will premiere on Jan. 16 on Freeform, and episodes will be on Hulu from Jan. 17.)",0
"“My jump shot wouldn’t be where it is today without him,” Ball said.",0
"“Huawei is an arm of the Chinese Communist Party and should be treated as such,” Senators Ben Sasse of Nebraska, Tom Cotton of Arkansas and Marco Rubio of Florida wrote. “We are concerned that the Defense Department is not appropriately weighing the risks.”",0
"Which is why The Post’s statement, especially its urging of restraint, is so fraught. The same editors who want restraint from reporters online during a celebrity death would most likely also be furious if their Capitol Hill reporters were slow in live-tweeting a hearing or impeachment proceeding and fell behind the competition. Restraint is a virtue in journalism, no doubt, but so are tenacity and transparency. The message is contradictory: Broadcast everything, but exercise restraint. Twitter isn’t real life, but tweets can and will get you fired or suspended.",0
"But something interesting happened along the way. Watching closely, you could see him change. He stopped looking up at the stands, put an end to the salty barbs. His sloping posture straightened. His face grew focused, serious, intent. He began playing with just enough control to be dangerous again.",0
"Charles Jeffrey kicked off men’s fashion week in London with a theatrical runway show for his brand Charles Jeffrey Loverboy that featured a parade of eccentric characters dressed for a pagan ritual — or some ecological disaster. In his first sustainable collection, he combined his signature design motifs (colorful tartans, experimental tailoring and rugby-inspired separates) with equine and Teddy Boy references from his Scottish heritage. The offering — presented within an installation that included trees, twigs, CDs and a disco ball — had an ominous mood, which hinted at ancient Scottish ceremonies.",0
Play: A “Jeopardy!” tournament involving three of the show’s greatest players resumes tonight. Can you answer the clues they’ve missed?,0
"In the complicated visual conceit of “1917,” multiple takes were seamlessly edited together to make the film appear as if it were made up of a single shot. So Mendes and his cast and crew required extensive preproduction. “The first time we rehearsed this scene, Sam gave me a lovely note,” MacKay recalled. “He said, as much as there’s desperation and it’s intense and what he’s running to is so serious, there’s almost a euphoria to it as well. It’s this kind of utter release.”",0
4. How do California and Texas textbooks cover white resistance to black progress differently? How do each of these teachings affect students’ understanding of the roles of race and racism in American history?,0
"Are you planning to watch the big game? If so, who do you think will win? What are you most looking forward to — the game, the commercials, the parties or the halftime show?",0
"An article on Wednesday about a new contract between the W.N.B.A. and its players’ union, using information from a league official, described incorrectly the teams that will play for the title in the Commissioner’s Cup. The top team in each conference with the best record in Cup games will play for the title, not the top two teams over all.",0
"She recommends lavender room spray or lavender essential oil with a diffuser, since lavender aromatherapy may help improve sleep and reduce anxiety (although scientific evidence is inconsistent on either claim, according to a 2014 Cochrane review). At the very least, it probably smells nicer than hospital air. A travel pillow can be useful if you need to sleep while propped up, and an eye mask, earplugs, and headphones can help block out beeping and blinking from medical equipment. If you have a private room (and if it won’t disturb your nurses and doctors), you could also bring a white noise machine (we recommend the LectroFan) or a Bluetooth speaker (our favorite is the UE Wonderboom 2) to play soothing sounds or music.",0
"Once in a while, this novel opens a small box of dread. But there’s a tameness here, too. You know there’s going to be a big game at the end. You sense that, within certain limits, everything is going to be okay. To borrow imagery from a less literary sport, you feel that this novel’s bowling lane has bumper rails.",0
"Mr. Musk said the capsule, with its heat shield, should be able to survive fiery conditions that erupted before the capsule made its escape.",0
Decisions I occasionally make and knowing they’re out in the world somewhere.,0
"Djokovic has said it was the greatest performance in a final he has ever played. “At this level, under these circumstances, it was truly a perfect match,” he said.",0
"That interpretation has already had significant consequences for migratory birds. According to internal agency documents recently obtained by The New York Times, the Trump administration has discouraged local governments and businesses from taking simple precautionary measures to protect birds, and federal wildlife officials have all but stopped investigating most bird deaths.",0
"Mr. McElwee, for his part, criticized the analysis of Ms. Warren’s general election prospects, including a poll released by The New York Times in the fall. He said it helped create a narrative that Ms. Warren was a weak candidate against Mr. Trump, resulting in a campaign that is more reliant on good results in Iowa than ever before.",0
"The quickest and least costly option the Corps is considering, a $14 billion project taking nine years, includes only shore-based measures.",0
And we did 🚫 like 🤡. 🚫 1️⃣ little bit.,0
"A few weeks before hosting the Grammy Awards, here’s Alicia Keys at her most benevolent: singing about the hopes of bus-stop peddlers, single mothers, teachers, student doctors, soldiers and taxi drivers, all with a chance for solidarity through “the things that change us if we notice when we look up.” Powered by piano chords, handclaps and a male choir, she promises a chance for all to “rise up” — a secular-gospel challenge to division and cynicism. PARELES",0
"“The way I am,” she told The Fort Worth Star-Telegram in 2002, “is that I put everything I have into whatever I’m doing or thinking about at the moment. So it’s not right when people say I’m self-absorbed. I think I’m just absorbed.”",0
"“In the U.S. we think of TB as an old people’s disease,” Dr. Flynn said. “But in the rest of the world, it’s mostly one of young adults.”",0
"Prosecutors said that the government was looking into the matter, and the next day, Dec. 19, they wrote to Judge Karas, saying the jail’s staff had confirmed that the video had been preserved and that a copy would be made available to the defense.",0
"YouTube said that, starting Monday, it would begin to limit the collection and use of personal information from people who watched children’s videos, no matter the age of the viewer. Federal law prohibits online services aimed at children under 13 from collecting the personal information of those young users without parental consent.",0
"It will include media labs, classrooms, darkrooms, public event spaces, a research library, a store and a cafe. The museum galleries will be visible through a glass facade on Essex Street.",0
"In the world’s richest country and one in which we throw away a distressingly large amount of our food, why should we deny government help to the hungry?",0
"The next day, she developed a fever and began sneezing. She was admitted to Hechi People’s Hospital and put in isolation, officials said. Officials did not disclose who she was traveling with or what condition they might be in.",0
"But before the next one, Ms. Curtis called him with Dr. Spitters on the line. By then, a team of nurses and emergency medical technicians had been assembled. The simulation they had performed earlier in January on how to transport and quarantine a highly infectious patient was suddenly becoming reality. An isolation unit at Providence Regional Medical Center, meant for Ebola patients and never before used, was in the process of being erected.",0
"Even high-level officials have been trading in folk remedies. After a Facebook user in Myanmar wrote a widely read tribute to onions as a way to prevent transmission of the coronavirus, the chief minister of Tanintharyi Division, U Myint Mg, shared the post on his Facebook page.",0
"Haryz, as his family calls him, received an invitation to the society after meeting with a consultant psychologist who assigned him a score of 142 using the Stanford-Binet intelligence test. Scoring above 145 is considered “genius or near genius,” according to the test’s website.",0
[Want to get New York Today by email? Here’s the sign-up.],0
"The officials spoke a day after Iran said it had “concluded proportionate measures” against the U.S. by firing missiles at two Iraqi military bases that house American troops. No one was killed or injured in those strikes, which appeared designed to save face rather than to inflict casualties.",0
"The Iowa caucuses are on the horizon and impeachment is in the news, but let’s set those aside to talk about something a little less urgent — yet still worthy of scorn.",0
"“I said, ‘No, no,’ but there was not much I could do,” she said. “My body shut down. It was so disgusting my body started to shake in a way that was unusual. It was like a seizure or something.”",0
"Fred Silverman was born on Sept. 13, 1937, in New York City to William and Mildred Silverman and grew up in Rego Park, Queens. His father was a television and radio service man, his mother a homemaker. Fred graduated from Forest Hills High School in Queens.",0
"He lived on the ground floor of the Drake Hotel, his salary $35,000 a year. He moved up vertically and financially with each additional star that Lafayette received from The New York Times. After achieving four stars in 1988, he was living on the top floor and earning $108,000 a year, more than the hotel’s general manager.",0
"He married Teresa Mary Brady of County Meath, Ireland. She and Ms. de la Haba survive him, along with four other daughters, Ann Marie Pullman, Kathy Isaakidis, Adrienne Noyes and Maeve McNamara, and 12 grandchildren. Mr. Maher, who died at Flushing Hospital, lived in the Malba section of northern Queens.",0
"So many people in this very room had tried and failed, or are now trying, to vanquish the guy. Romney, Cruz, Rubio, Graham, Klobuchar, Sanders, Bennet, Booker, Gillibrand, Warren, Harris. Trump had savaged all his fellow Republicans and yet here they were listening to an unending recitation of his crimes and coming out to be his Praetorian guard.",0
"Australia’s fossil fuel industry is already huge, thanks to massive taxpayer subsidies — some $29 billion in 2015, according to a 2019 paper by the International Monetary Fund. Every Australian man, woman and child is underwriting their own apocalypse to the tune of $1,198 a year.",0
"Mr. Erdogan’s son-in-law, who serves as Turkey’s finance minister, also took up the case, pressing Treasury Secretary Steven Mnuchin on the matter. Other appeals were made by the former project manager of Trump Towers Istanbul, a twin-tower complex and mall that was the Trump family’s first high-rise project in Europe.",0
"Oscar and Yunior have been thrown together by the Rutgers University housing gods and the imagination of Junot Díaz, whose novel “The Brief Wondrous Life of Oscar Wao” inspired this Repertorio Español production. They are both Dominican and members of the class of 1992, and both are aspiring writers. The similarities end there; the young men embody radically different visions of Dominican masculinity, one boldly self-assured and the other emphatically feeble.",0
"“The Secure Act,” Mr. Kantrowitz said, “provides families with greater flexibility in spending 529 plan money.”",0
"Dr. Berk, the Penn professor who designed the algorithm used by the Philadelphia probation department, said controversy would fade as algorithms became more widely used.",0
"Infographics, which used visual elements to explain complex topics, also became a regular feature in the newspaper. Mr. Silverstein called these “sides of beef,” named for the diagram of a cow often posted in butcher shops that identifies different cuts of meat. In 1981, the coverage of the spaceship Columbia’s maiden flight featured a combination of graphs, diagrams, timelines and flight paths, while previously that story might have been told only in words.",0
"As stunning as the first half was, the story of the game could change in just seconds. The Ravens receive the ball in the second half down 8 — one throw from Jackson and they’re right back in it.",0
"The former Arizona Gov. Bruce Babbitt, a 1988 Democratic presidential candidate, hiked with his skis on his back up Mount Washington into the Tuckerman Ravine for a short descent, cut short by an avalanche. Later he and his wife skied at Cannon Mountain, in Franconia.",0
"Of course, once the Christian Church became part of the Roman Empire’s political apparatus, the grimmest view naturally triumphed. As the company of the baptized became more or less the whole imperial population, rather than only those people personally drawn to the faith, spiritual terror became an ever more indispensable instrument of social stability. And, even today, institutional power remains one potent inducement to conformity on this issue.",0
"These days, the garment workers have been replaced by computer programmers, software engineers and graphic designers. Many building owners say they seek out “T.A.M.I. tenants,” or companies in technology, advertising, media and information.",0
"“We are working closely with the F.A.A. and other regulators on a robust and thorough certification process to ensure a safe and compliant design,” Gordon Johndroe, a Boeing spokesman, said in a statement. “We identified these issues as part of that rigorous process, and we are working with the F.A.A. to perform the appropriate analysis. It would be premature to speculate as to whether this analysis will lead to any design changes.”",0
"“The nominations never get old, but I get old,” joked the British-born Deakins, 70. “There’s some great work this year, so whoever wins, they deserve it.”",0
"During an interview Mr. Zhou gave to state television, commenters in live streams unloaded on him, with one writing: “Stop talking. We just want to know when you will resign.”",0
"The approach had its drawbacks. An extended presentation of authoritative voices offering conflicting viewpoints left some viewers dissatisfied, if not confused. Many found the technique elitist and dull, and even some critics called it boring — or, worse, a willful refusal by Mr. Lehrer and Mr. MacNeil to make hard judgments about adversarial issues affecting the public interest.",0
"After World War II, car travel surpassed train travel, and the city faltered over the decades for political and economic reasons, its plight exacerbated by race riots in 1967. The last trains, operated by Amtrak, departed Michigan Central Station in 1988, after which the station closed and fell into disrepair.",0
"The list also includes an honorable mention: “Goodnight Moon,” by Margaret Wise Brown.",0
"“Part II: The Reckoning” begins with a series of women, all of whom have accused R. Kelly of abuse, seated alone in front of the camera. One of them is Tiffany Hawkins, the first woman to sue Mr. Kelly for having sex with her when she was a minor. She was 15 when the sexual contact began in 1991.",0
"Eric Tsytsylin and Rony Rothken were married Jan. 11 at the Lighthouse at Chelsea Piers, an events space in Manhattan. Neil Timiraos, a friend of the couple who became a Universal Life minister for the event, officiated.",0
"The host of state television broadcasting the funeral processions said that the turnout underscored the public fury at the United States, and that any negotiations or a deal with the United States was over.",0
"In Latin America, Mr. Sanders defended his support for some of the hemisphere’s left-wing leaders but was more willing to level criticism of them than he often is when the subject is raised.",0
"Cardinal Philippe Barbarin, 69, the archbishop of Lyon, had been found guilty last year of failing to report allegations of child abuse by the Rev. Bernard Preynat to the authorities.",0
"STAR TREK: PICARD Stream on CBS All Access. “Tea, Earl Grey, decaf.” That’s Jean-Luc Picard’s new beverage order in “Picard,” the latest “Star Trek” TV series and a return to the franchise for Patrick Stewart, who plays the title character. (For those not hip enough for “Star Trek” references: The order used to be “tea, Earl Grey, hot.”) The new show finds Picard — the erstwhile commander of the famous fictional starship known as the Enterprise — in reflective form, grappling with the past as an aged version of himself. It has a starry showrunner in the Pulitzer Prize-winning novelist Michael Chabon, who will presumably bring a new kind of energy to the franchise. In a recent interview with The New York Times, Stewart said he was drawn to the new story because it explored “the profound psychological differences in the character, who felt abandoned, distrusted and unnecessary.” Stewart asked, “Where is he now? What matters to him? What control does he have over his life? Very little, as it turned out.”",0
"And this was also my case. When I was young — I was 29 — my first wife became ill, and she died [in 1994] when I was singing “Bohème.” I was in the hospital and she died there, and one week later, I sang “La Bohème” at La Scala and everyone was in tears, I was crying, and it was impossible to sing the last “Mimì.” Still today, after 30 years, it’s terrible for me, at the end. For example, two days ago, we did the final scene and I was not able to sing the last “Mimì.” I told it to [the conductor, Marco] Armiliato: If you can’t hear the “Mimì,” it’s because in that moment, it’s too difficult for me.",0
And Mr. Sanders declined a request to give an example of when he had his heart broken.,0
"If you are in the United States, you can use this map from the United States Census Bureau to see what languages people identified speaking in 2010. The United States also has many languages that have been lost because of its history of colonization and because of the displacement of Native Americans. Look at this map from Native Land to see if you are able to identify the Native American languages that were spoken in your area. Do you know if any of those languages are still spoken by tribal members in your community or elsewhere?",0
"This he did. Evolving away from the mom jeans and flowing Pat Riley-style Armani suits of his midcareer, Mr. Bryant adopted clothes of sleeker fit, wore spread-collar shirts and narrow-cut trousers that accentuated his elongated 6-foot-6 frame without exaggerating it. He began dressing for the post-retirement phase of his life and his role as a businessman and entrepreneur.",0
"Under the terms of the accord, Iran also agreed to convert a deep underground enrichment facility into a “technology center” that cannot contain nuclear material and where the number of centrifuges is limited for 15 years. Several provisions on plutonium, including forbidding the construction of new heavy water reactors, last for 15 years.",0
"Well after midnight, Iowa Democratic Party officials were matching paper worksheets by hand, according to a campaign official, turning to paper trails and photos to verify results from each of the state’s more than 1,600 precincts.",0
"Outside, beyond the skate rental tent, 15 kilometers — more than nine miles — of iceways wove through pine and hardwood forests dotted with farm pens occupied by goats, sheep, ducks, deer and more exotic animals, including an ostrich. Next to the alpaca enclosure, a repurposed phone booth dispensed handfuls of animal feed for a Canadian quarter.",0
"“It’s like God sent me a way to come here,” she said.",0
"Project 19, a multiyear initiative to commission new pieces from 19 women, was inaugurated on Wednesday when Jaap van Zweden led the premiere of the Nina C. Young’s “Tread softly.”",0
"“The hardest thing to go up against is nobody believes they’re going to become addicted to opioids,” Ms. Koval said. “We had to reverse this notion of otherness. And we have to combat the stigma that says: This is a moral failing and therefore I can’t believe it would happen to me or anybody we know.”",0
"But on Monday night, after a fire broke out in her Brooklyn home, Shirr was found unconscious inside the apartment and rushed to a nearby hospital, where she was pronounced dead, the police said.",0
"And when Mr. Plank hired executives from Nike, Adidas and elsewhere to help expand or fix crucial businesses, many said they were viewed by Under Armour employees with a mixture of suspicion and disdain. It was a disconnect that played out in how Mr. Curry’s shoes were made and marketed.",0
"8. “The Confessions of Frannie Langton” by Sara Collins “It’s a debut novel about a former slave who becomes a lady’s maid in London. She falls deeply in love with her mistress and is accused of murdering her and her scientist husband. It’s a well-crafted, searing depiction of race, class and oppression.”",0
"Months into the presidential race, with the pool of Democratic candidates whittling down to 12 from 28, one of the leading contenders at long last directly answered that question during the debate in Iowa on Tuesday night.",0
"Part of the problem with the wildlife trade is that there is far less regulation, despite the greater risk of live animals’ infecting each other and people, especially in markets that can be unsanitary.",0
"“There’s no specific reasons for an Iowan to be here,” said Mr. Kucera, originally from Des Moines. “But I’m a proud Iowan, nostalgic for Iowa and I like doing Iowan things.”",0
"Prime Minister Prayuth Chan-ocha of Thailand called for Mr. Anutin to check in with tourism officials before submitting a formal proposal to the cabinet, a process that could take days.",0
"Alexei Ratmansky’s career is a tale of two choreographers: One, to a significant degree, looks to the past, producing meticulous reconstructions of 19th-century classics for American Ballet Theater, where he is the artist in residence.",0
"Her boyfriend was ranting that he could smell feces, she said. Though Zymere had been potty-trained when he was a toddler, he sometimes had accidents, in part because he was afraid of the dark and the trip to the bathroom scared him, his mother said.",0
"For a long while, Apple has dominated wearables. In 2015, it released Apple Watch, a smart watch with a focus on health monitoring. In 2016, the company introduced AirPods, wireless earbuds that can be controlled with Siri.",0
"Mr. Bloomberg directly addressed income and wealth inequality while unveiling his plan in Chicago on Wednesday, saying the economy “is working just fine for people like me, it really is.”",0
"Siamak Ghaesmi, a Tehran-based economist, addressed the country’s leaders in an Instagram post: “I don’t know what to do with my rage and grief. I’m thinking of all the ‘human errors’ in these years that were never revealed because there was no international pressure. I’m thinking of the little trust left that was shattered. I’m thinking of the innocent lives lost because of confronting and being stubborn with the world. What have you done with us?”",0
"Seafood is the focus, though Mr. Ripert’s collaboration with Maguy Le Coze, his business partner and the restaurant’s original owner (and Mr. Le Coze’s sister), is a key to its success. Mr. Ripert refers to her as “the soul, the spirit and the boss of Le Bernardin.”",0
"So what if one candidate wins the first alignment and another wins the most delegates? There is a lot of chatter about this at the bar at the Des Moines Marriott, which serves as the unofficial Iowa headquarters of the national press corps.",0
"Art has appealed to me for a long time because I’m a creative guy, but Miami’s Wynwood Arts District inspired me to start buying my own works. I was going there more than 10 years ago before there was much development in the neighborhood and thought the arts movement happening there was really cool. It made me want to a build a collection I loved.",0
"The woman, Jennifer Chioma Ebichi, 32, had been stabbed at least a dozen times when the authorities found her on the kitchen floor at the home in Pflugerville, according to documents provided by the Travis County District Clerk’s Office. Her younger brother, Michael Egwuagu, 25, was arrested on a murder charge.",0
"As a journalism student, Humar wanted to go see Shaoguan with her own eyes. Zohre helped her organize the trip. While Humar found nothing unusual poking around the town, she noticed that there were no halal restaurants for her to eat in. Humar figured the Uighur men must have felt unwelcome, forced to work long hours with nowhere to go in their off time. It revealed a new facet of the plight of her community, and to an aspiring investigative reporter, it was something.",0
"By 1922, nearly every state in the union had adopted indeterminate sentencing, in which judges hand out sentences that are formulated as a range of years — a minimum and a maximum amount of time to be served. The responsibility for deciding exactly when in this range an inmate had been rehabilitated enough to be released was vested in state parole boards. (The federal penal system has its own early-release process.)",0
"This week we got a look at the most detailed view yet of the sun, described restoration challenges in the Everglades, above, sat down with the pop star turned fashion mogul Jessica Simpson, and more.",0
But the study does remind us that the interplay of nutrition and exercise is intricate and we do not yet fully understand its implications for our health.,0
"While the interviews were mostly serious, eat-your-vegetables questions, we couldn’t resist adding a bit of dessert. And so we asked all of the candidates to name their bad habits, the last book they read and their celebrity crushes.",0
"“It was a fantastic influence on my life,” he said, noting that he had been responsible for recruitment, travel, appointing assistants, holding auditions and raising money for the organization.",0
"LONDON — In European soccer’s relentless search for growth and new revenues, Spain’s La Liga has been among the most aggressive of the continent’s top leagues.",0
